Report Date,County,Place of Fatality,Deaths by County of Residence
09/20/2020,Wyoming,3,5
09/20/2020,Yates,6,6
09/20/2021,Albany,623,368
09/20/2021,Allegany,60,92
09/20/2021,Bronx,"4,202","4,638"
09/20/2021,Broome,436,385
09/20/2021,Cattaraugus,102,96
09/20/2021,Cayuga,81,100
09/20/2021,Chautauqua,151,156
09/20/2021,Chemung,185,145
09/20/2021,Chenango,56,86
09/20/2021,Clinton,42,34
09/20/2021,Columbia,111,108
09/20/2021,Cortland,67,70
09/20/2021,Delaware,17,40
09/20/2021,Dutchess,511,484
09/20/2021,Erie,"2,086","1,881"
09/20/2021,Essex,22,29
09/20/2021,Franklin,12,16
09/20/2021,Fulton,64,97
09/20/2021,Genesee,112,129
09/20/2021,Greene,30,83
09/20/2021,Hamilton,0,3
09/20/2021,Herkimer,54,117
09/20/2021,Jefferson,60,71
09/20/2021,Kings,"6,722","7,471"
09/20/2021,Lewis,13,36
09/20/2021,Livingston,40,66
09/20/2021,Madison,83,97
09/20/2021,Manhattan,"5,078","3,107"
09/20/2021,Monroe,"1,308","1,155"
09/20/2021,Montgomery,112,133
09/20/2021,Nassau,"3,939","3,251"
09/20/2021,Niagara,238,382
09/20/2021,Non-NYS,0,288
09/20/2021,Oneida,565,546
09/20/2021,Onondaga,841,713
09/20/2021,Ontario,122,97
09/20/2021,Orange,785,751
09/20/2021,Orleans,49,84
09/20/2021,Oswego,68,101
09/20/2021,Otsego,74,51
09/20/2021,Putnam,88,96
09/20/2021,Queens,"5,765","7,093"
09/20/2021,Rensselaer,124,154
09/20/2021,Richmond,"1,159","1,184"
09/20/2021,Rockland,730,768
09/20/2021,Saratoga,142,187
09/20/2021,Schenectady,206,215
09/20/2021,Schoharie,6,20
09/20/2021,Schuyler,5,16
09/20/2021,Seneca,30,59
09/20/2021,St. Lawrence,106,115
09/20/2021,Statewide Total,"44,238","44,238"
09/20/2021,Steuben,127,157
09/20/2021,Suffolk,"3,544","3,515"
09/20/2021,Sullivan,69,81
09/20/2021,Tioga,39,67
09/20/2021,Tompkins,65,59
09/20/2021,Ulster,156,271
09/20/2021,Warren,100,76
09/20/2021,Washington,33,62
09/20/2021,Wayne,44,78
09/20/2021,Westchester,"2,519","2,328"
09/20/2021,Wyoming,40,54
09/20/2021,Yates,20,26
09/21/2020,Albany,178,123
09/21/2020,Allegany,0,2
09/21/2020,Bronx,"3,095","3,376"
09/21/2020,Broome,91,85
09/21/2020,Cattaraugus,6,7
09/21/2020,Cayuga,1,2
09/21/2020,Chautauqua,5,4
09/21/2020,Chemung,6,3
09/21/2020,Chenango,3,6
09/21/2020,Clinton,6,5
09/21/2020,Columbia,43,47
09/21/2020,Cortland,0,1
09/21/2020,Delaware,0,4
09/21/2020,Dutchess,163,156
09/21/2020,Erie,651,623
09/21/2020,Essex,12,13
09/21/2020,Franklin,1,1
09/21/2020,Fulton,20,28
09/21/2020,Genesee,6,6
09/21/2020,Greene,5,14
09/21/2020,Hamilton,0,1
09/21/2020,Herkimer,8,10
09/21/2020,Jefferson,1,1
09/21/2020,Kings,"4,568","5,065"
09/21/2020,Lewis,0,5
09/21/2020,Livingston,6,6
09/21/2020,Madison,6,9
09/21/2020,Manhattan,"3,386","2,107"
09/21/2020,Monroe,277,259
09/21/2020,Montgomery,8,9
09/21/2020,Nassau,"2,716","2,201"
09/21/2020,Niagara,68,89
09/21/2020,Non-NYS,0,106
09/21/2020,Oneida,114,121
09/21/2020,Onondaga,197,180
09/21/2020,Ontario,26,28
09/21/2020,Orange,411,412
09/21/2020,Orleans,41,55
09/21/2020,Oswego,0,3
09/21/2020,Otsego,6,4
09/21/2020,Putnam,62,63
09/21/2020,Queens,"4,084","5,113"
09/21/2020,Rensselaer,47,42
09/21/2020,Richmond,753,755
09/21/2020,Rockland,471,509
09/21/2020,Saratoga,5,15
09/21/2020,Schenectady,45,46
09/21/2020,Schoharie,0,2
09/21/2020,Schuyler,0,0
09/21/2020,Seneca,0,1
09/21/2020,St. Lawrence,4,4
09/21/2020,Statewide Total,"25,432","25,432"
09/21/2020,Steuben,29,39
09/21/2020,Suffolk,"2,058","2,012"
09/21/2020,Sullivan,32,37
09/21/2020,Tioga,19,21
09/21/2020,Tompkins,2,0
09/21/2020,Ulster,52,84
09/21/2020,Warren,31,30
09/21/2020,Washington,11,14
09/21/2020,Wayne,1,3
09/21/2020,Westchester,"1,586","1,454"
09/21/2020,Wyoming,3,5
09/21/2020,Yates,6,6
09/21/2021,Albany,624,368
09/21/2021,Allegany,60,93
09/21/2021,Bronx,"4,202","4,639"
09/21/2021,Broome,436,385
09/21/2021,Cattaraugus,102,97
09/21/2021,Cayuga,82,101
09/21/2021,Chautauqua,151,156
09/21/2021,Chemung,187,146
09/21/2021,Chenango,56,86
09/21/2021,Clinton,42,34
09/21/2021,Columbia,111,108
09/21/2021,Cortland,68,70
09/21/2021,Delaware,17,40
09/21/2021,Dutchess,511,484
09/21/2021,Erie,"2,088","1,882"
09/21/2021,Essex,22,29
09/21/2021,Franklin,12,16
09/21/2021,Fulton,64,97
09/21/2021,Genesee,113,130
09/21/2021,Greene,30,83
09/21/2021,Hamilton,0,3
09/21/2021,Herkimer,54,117
09/21/2021,Jefferson,60,71
09/21/2021,Kings,"6,724","7,474"
09/21/2021,Lewis,13,36
09/21/2021,Livingston,40,66
09/21/2021,Madison,83,97
09/21/2021,Manhattan,"5,082","3,109"
09/21/2021,Monroe,"1,310","1,156"
09/21/2021,Montgomery,112,133
09/21/2021,Nassau,"3,941","3,252"
09/21/2021,Niagara,239,383
09/21/2021,Non-NYS,0,290
09/21/2021,Oneida,567,548
09/21/2021,Onondaga,842,714
09/21/2021,Ontario,122,97
09/21/2021,Orange,785,751
09/21/2021,Orleans,49,84
09/21/2021,Oswego,68,101
09/21/2021,Otsego,74,51
09/21/2021,Putnam,88,96
09/21/2021,Queens,"5,767","7,095"
09/21/2021,Rensselaer,124,154
09/21/2021,Richmond,"1,159","1,184"
09/21/2021,Rockland,731,769
09/21/2021,Saratoga,145,191
09/21/2021,Schenectady,207,216
09/21/2021,Schoharie,6,20
09/21/2021,Schuyler,5,16
09/21/2021,Seneca,30,59
09/21/2021,St. Lawrence,107,116
09/21/2021,Statewide Total,"44,271","44,271"
09/21/2021,Steuben,128,159
09/21/2021,Suffolk,"3,546","3,517"
09/21/2021,Sullivan,69,81
09/21/2021,Tioga,39,67
09/21/2021,Tompkins,65,59
09/21/2021,Ulster,156,271
09/21/2021,Warren,100,76
09/21/2021,Washington,33,62
09/21/2021,Wayne,44,78
09/21/2021,Westchester,"2,519","2,328"
09/21/2021,Wyoming,40,54
09/21/2021,Yates,20,26
09/22/2020,Albany,178,123
09/22/2020,Allegany,0,2
09/22/2020,Bronx,"3,095","3,377"
09/22/2020,Broome,91,85
09/22/2020,Cattaraugus,6,7
09/22/2020,Cayuga,1,2
09/22/2020,Chautauqua,5,4
09/22/2020,Chemung,6,3
09/22/2020,Chenango,3,6
09/22/2020,Clinton,6,5
09/22/2020,Columbia,43,47
09/22/2020,Cortland,0,1
09/22/2020,Delaware,0,4
09/22/2020,Dutchess,163,156
09/22/2020,Erie,651,623
09/22/2020,Essex,12,13
09/22/2020,Franklin,1,1
09/22/2020,Fulton,20,28
09/22/2020,Genesee,6,6
09/22/2020,Greene,5,14
09/22/2020,Hamilton,0,1
09/22/2020,Herkimer,8,10
09/22/2020,Jefferson,1,1
09/22/2020,Kings,"4,570","5,067"
09/22/2020,Lewis,0,5
09/22/2020,Livingston,6,6
09/22/2020,Madison,6,9
09/22/2020,Manhattan,"3,388","2,108"
09/22/2020,Monroe,277,259
09/22/2020,Montgomery,8,9
09/22/2020,Nassau,"2,716","2,201"
09/22/2020,Niagara,68,89
09/22/2020,Non-NYS,0,106
09/22/2020,Oneida,114,121
09/22/2020,Onondaga,197,180
09/22/2020,Ontario,26,28
09/22/2020,Orange,411,412
09/22/2020,Orleans,41,55
09/22/2020,Oswego,0,3
09/22/2020,Otsego,6,4
09/22/2020,Putnam,62,63
09/22/2020,Queens,"4,084","5,113"
09/22/2020,Rensselaer,47,42
09/22/2020,Richmond,753,755
09/22/2020,Rockland,471,509
09/22/2020,Saratoga,5,15
09/22/2020,Schenectady,45,46
09/22/2020,Schoharie,0,2
09/22/2020,Schuyler,0,0
09/22/2020,Seneca,0,1
09/22/2020,St. Lawrence,4,4
09/22/2020,Statewide Total,"25,437","25,437"
09/22/2020,Steuben,29,39
09/22/2020,Suffolk,"2,058","2,012"
09/22/2020,Sullivan,32,37
09/22/2020,Tioga,19,21
09/22/2020,Tompkins,2,0
09/22/2020,Ulster,52,84
09/22/2020,Warren,31,30
09/22/2020,Washington,11,14
09/22/2020,Wayne,1,3
09/22/2020,Westchester,"1,587","1,455"
09/22/2020,Wyoming,3,5
09/22/2020,Yates,6,6
09/22/2021,Albany,624,368
09/22/2021,Allegany,60,93
09/22/2021,Bronx,"4,203","4,640"
09/22/2021,Broome,437,385
09/22/2021,Cattaraugus,103,98
09/22/2021,Cayuga,82,101
09/22/2021,Chautauqua,152,157
09/22/2021,Chemung,187,146
09/22/2021,Chenango,56,86
09/22/2021,Clinton,42,34
09/22/2021,Columbia,111,108
09/22/2021,Cortland,68,70
09/22/2021,Delaware,17,41
09/22/2021,Dutchess,512,485
09/22/2021,Erie,"2,090","1,884"
09/22/2021,Essex,22,29
09/22/2021,Franklin,12,16
09/22/2021,Fulton,64,97
09/22/2021,Genesee,113,131
09/22/2021,Greene,30,83
09/22/2021,Hamilton,0,3
09/22/2021,Herkimer,54,117
09/22/2021,Jefferson,60,71
09/22/2021,Kings,"6,728","7,478"
09/22/2021,Lewis,13,36
09/22/2021,Livingston,41,67
09/22/2021,Madison,84,98
09/22/2021,Manhattan,"5,085","3,111"
09/22/2021,Monroe,"1,311","1,156"
09/22/2021,Montgomery,112,133
09/22/2021,Nassau,"3,947","3,257"
09/22/2021,Niagara,239,383
09/22/2021,Non-NYS,0,291
09/22/2021,Oneida,571,552
09/22/2021,Onondaga,844,715
09/22/2021,Ontario,123,98
09/22/2021,Orange,788,753
09/22/2021,Orleans,49,84
09/22/2021,Oswego,68,101
09/22/2021,Otsego,74,51
09/22/2021,Putnam,88,96
09/22/2021,Queens,"5,772","7,101"
09/22/2021,Rensselaer,124,154
09/22/2021,Richmond,"1,159","1,184"
09/22/2021,Rockland,731,769
09/22/2021,Saratoga,145,191
09/22/2021,Schenectady,207,216
09/22/2021,Schoharie,6,20
09/22/2021,Schuyler,5,16
09/22/2021,Seneca,30,59
09/22/2021,St. Lawrence,108,118
09/22/2021,Statewide Total,"44,313","44,313"
09/22/2021,Steuben,129,160
09/22/2021,Suffolk,"3,547","3,519"
09/22/2021,Sullivan,69,81
09/22/2021,Tioga,39,67
09/22/2021,Tompkins,65,59
09/22/2021,Ulster,156,271
09/22/2021,Warren,101,76
09/22/2021,Washington,33,63
09/22/2021,Wayne,44,78
09/22/2021,Westchester,"2,519","2,328"
09/22/2021,Wyoming,40,54
09/22/2021,Yates,20,26
09/23/2020,Albany,178,123
09/23/2020,Allegany,0,2
09/23/2020,Bronx,"3,095","3,377"
09/23/2020,Broome,91,85
09/23/2020,Cattaraugus,6,7
09/23/2020,Cayuga,1,2
09/23/2020,Chautauqua,5,4
09/23/2020,Chemung,6,3
09/23/2020,Chenango,3,6
09/23/2020,Clinton,6,5
09/23/2020,Columbia,43,47
09/23/2020,Cortland,0,1
09/23/2020,Delaware,0,4
09/23/2020,Dutchess,163,156
09/23/2020,Erie,651,623
09/23/2020,Essex,12,13
09/23/2020,Franklin,1,1
09/23/2020,Fulton,20,28
09/23/2020,Genesee,6,6
09/23/2020,Greene,5,14
09/23/2020,Hamilton,0,1
09/23/2020,Herkimer,8,10
09/23/2020,Jefferson,1,1
09/23/2020,Kings,"4,572","5,069"
09/23/2020,Lewis,0,5
09/23/2020,Livingston,6,6
09/23/2020,Madison,6,9
09/23/2020,Manhattan,"3,388","2,108"
09/23/2020,Monroe,277,259
09/23/2020,Montgomery,8,9
09/23/2020,Nassau,"2,716","2,201"
09/23/2020,Niagara,68,89
09/23/2020,Non-NYS,0,106
09/23/2020,Oneida,114,121
09/23/2020,Onondaga,197,180
09/23/2020,Ontario,26,28
09/23/2020,Orange,411,412
09/23/2020,Orleans,41,55
09/23/2020,Oswego,0,3
09/23/2020,Otsego,6,4
09/23/2020,Putnam,62,63
09/23/2020,Queens,"4,084","5,113"
09/23/2020,Rensselaer,47,42
09/23/2020,Richmond,753,755
09/23/2020,Rockland,471,509
09/23/2020,Saratoga,5,15
09/23/2020,Schenectady,45,46
09/23/2020,Schoharie,0,2
09/23/2020,Schuyler,0,0
09/23/2020,Seneca,0,1
09/23/2020,St. Lawrence,4,4
09/23/2020,Statewide Total,"25,439","25,439"
09/23/2020,Steuben,29,39
09/23/2020,Suffolk,"2,058","2,012"
09/23/2020,Sullivan,32,37
09/23/2020,Tioga,19,21
09/23/2020,Tompkins,2,0
09/23/2020,Ulster,52,84
09/23/2020,Warren,31,30
09/23/2020,Washington,11,14
09/23/2020,Wayne,1,3
09/23/2020,Westchester,"1,587","1,455"
09/23/2020,Wyoming,3,5
09/23/2020,Yates,6,6
09/23/2021,Albany,625,369
09/23/2021,Allegany,60,93
09/23/2021,Bronx,"4,203","4,640"
09/23/2021,Broome,437,385
09/23/2021,Cattaraugus,103,98
09/23/2021,Cayuga,82,101
09/23/2021,Chautauqua,152,157
09/23/2021,Chemung,187,146
09/23/2021,Chenango,56,86
09/23/2021,Clinton,42,34
09/23/2021,Columbia,111,108
09/23/2021,Cortland,68,71
09/23/2021,Delaware,17,41
09/23/2021,Dutchess,513,487
09/23/2021,Erie,"2,090","1,884"
09/23/2021,Essex,22,29
09/23/2021,Franklin,12,16
09/23/2021,Fulton,64,97
09/23/2021,Genesee,113,131
09/23/2021,Greene,30,83
09/23/2021,Hamilton,0,3
09/23/2021,Herkimer,54,117
09/23/2021,Jefferson,60,71
09/23/2021,Kings,"6,732","7,482"
09/23/2021,Lewis,13,36
09/23/2021,Livingston,41,67
09/23/2021,Madison,84,98
09/23/2021,Manhattan,"5,085","3,111"
09/23/2021,Monroe,"1,312","1,157"
09/23/2021,Montgomery,112,133
09/23/2021,Nassau,"3,947","3,257"
09/23/2021,Niagara,239,383
09/23/2021,Non-NYS,0,291
09/23/2021,Oneida,571,552
09/23/2021,Onondaga,848,719
09/23/2021,Ontario,123,98
09/23/2021,Orange,790,754
09/23/2021,Orleans,49,84
09/23/2021,Oswego,68,101
09/23/2021,Otsego,74,51
09/23/2021,Putnam,88,96
09/23/2021,Queens,"5,776","7,105"
09/23/2021,Rensselaer,125,155
09/23/2021,Richmond,"1,159","1,184"
09/23/2021,Rockland,731,769
09/23/2021,Saratoga,145,191
09/23/2021,Schenectady,208,217
09/23/2021,Schoharie,6,20
09/23/2021,Schuyler,5,16
09/23/2021,Seneca,30,59
09/23/2021,St. Lawrence,108,118
09/23/2021,Statewide Total,"44,340","44,340"
09/23/2021,Steuben,129,160
09/23/2021,Suffolk,"3,551","3,523"
09/23/2021,Sullivan,70,82
09/23/2021,Tioga,39,67
09/23/2021,Tompkins,65,59
09/23/2021,Ulster,156,271
09/23/2021,Warren,102,76
09/23/2021,Washington,34,65
09/23/2021,Wayne,44,78
09/23/2021,Westchester,"2,520","2,328"
09/23/2021,Wyoming,40,54
09/23/2021,Yates,20,26
09/24/2020,Albany,178,123
09/24/2020,Allegany,0,2
09/24/2020,Bronx,"3,095","3,378"
09/24/2020,Broome,91,85
09/24/2020,Cattaraugus,6,7
09/24/2020,Cayuga,1,2
09/24/2020,Chautauqua,5,4
09/24/2020,Chemung,7,4
09/24/2020,Chenango,3,6
09/24/2020,Clinton,6,5
09/24/2020,Columbia,43,47
09/24/2020,Cortland,0,1
09/24/2020,Delaware,0,4
09/24/2020,Dutchess,163,156
09/24/2020,Erie,651,623
09/24/2020,Essex,12,13
09/24/2020,Franklin,1,1
09/24/2020,Fulton,20,28
09/24/2020,Genesee,6,6
09/24/2020,Greene,5,14
09/24/2020,Hamilton,0,1
09/24/2020,Herkimer,8,10
09/24/2020,Jefferson,1,1
09/24/2020,Kings,"4,572","5,069"
09/24/2020,Lewis,0,5
09/24/2020,Livingston,6,6
09/24/2020,Madison,6,9
09/24/2020,Manhattan,"3,390","2,109"
09/24/2020,Monroe,277,259
09/24/2020,Montgomery,8,9
09/24/2020,Nassau,"2,716","2,201"
09/24/2020,Niagara,68,89
09/24/2020,Non-NYS,0,106
09/24/2020,Oneida,114,121
09/24/2020,Onondaga,197,180
09/24/2020,Ontario,26,28
09/24/2020,Orange,411,412
09/24/2020,Orleans,41,55
09/24/2020,Oswego,0,3
09/24/2020,Otsego,6,4
09/24/2020,Putnam,62,63
09/24/2020,Queens,"4,084","5,113"
09/24/2020,Rensselaer,47,42
09/24/2020,Richmond,753,755
09/24/2020,Rockland,471,509
09/24/2020,Saratoga,5,15
09/24/2020,Schenectady,45,46
09/24/2020,Schoharie,0,2
09/24/2020,Schuyler,0,0
09/24/2020,Seneca,0,1
09/24/2020,St. Lawrence,4,4
09/24/2020,Statewide Total,"25,446","25,446"
09/24/2020,Steuben,31,41
09/24/2020,Suffolk,"2,059","2,013"
09/24/2020,Sullivan,32,37
09/24/2020,Tioga,19,21
09/24/2020,Tompkins,2,0
09/24/2020,Ulster,52,84
09/24/2020,Warren,31,30
09/24/2020,Washington,11,14
09/24/2020,Wayne,1,3
09/24/2020,Westchester,"1,588","1,456"
09/24/2020,Wyoming,3,5
09/24/2020,Yates,6,6
09/24/2021,Albany,625,369
09/24/2021,Allegany,60,93
09/24/2021,Bronx,"4,205","4,642"
09/24/2021,Broome,438,386
09/24/2021,Cattaraugus,103,99
09/24/2021,Cayuga,82,101
09/24/2021,Chautauqua,153,158
09/24/2021,Chemung,187,146
09/24/2021,Chenango,56,86
09/24/2021,Clinton,42,34
09/24/2021,Columbia,112,109
09/24/2021,Cortland,68,71
09/24/2021,Delaware,17,41
09/24/2021,Dutchess,513,487
09/24/2021,Erie,"2,095","1,887"
09/24/2021,Essex,22,29
09/24/2021,Franklin,12,16
09/24/2021,Fulton,65,98
09/24/2021,Genesee,113,131
09/24/2021,Greene,30,83
09/24/2021,Hamilton,0,3
09/24/2021,Herkimer,54,117
09/24/2021,Jefferson,60,71
09/24/2021,Kings,"6,735","7,485"
09/24/2021,Lewis,13,36
09/24/2021,Livingston,41,67
09/24/2021,Madison,84,98
09/24/2021,Manhattan,"5,086","3,111"
09/24/2021,Monroe,"1,312","1,157"
09/24/2021,Montgomery,112,133
09/24/2021,Nassau,"3,950","3,259"
09/24/2021,Niagara,240,385
09/24/2021,Non-NYS,0,292
09/24/2021,Oneida,572,553
09/24/2021,Onondaga,851,722
09/24/2021,Ontario,124,99
09/24/2021,Orange,790,754
09/24/2021,Orleans,49,84
09/24/2021,Oswego,69,102
09/24/2021,Otsego,74,51
09/24/2021,Putnam,88,96
09/24/2021,Queens,"5,777","7,107"
09/24/2021,Rensselaer,125,155
09/24/2021,Richmond,"1,160","1,185"
09/24/2021,Rockland,731,769
09/24/2021,Saratoga,145,191
09/24/2021,Schenectady,208,217
09/24/2021,Schoharie,6,20
09/24/2021,Schuyler,5,16
09/24/2021,Seneca,30,59
09/24/2021,St. Lawrence,109,119
09/24/2021,Statewide Total,"44,372","44,372"
09/24/2021,Steuben,129,160
09/24/2021,Suffolk,"3,552","3,524"
09/24/2021,Sullivan,70,82
09/24/2021,Tioga,39,67
09/24/2021,Tompkins,65,59
09/24/2021,Ulster,157,272
09/24/2021,Warren,103,77
09/24/2021,Washington,34,65
09/24/2021,Wayne,44,78
09/24/2021,Westchester,"2,521","2,329"
09/24/2021,Wyoming,40,54
09/24/2021,Yates,20,26
09/25/2020,Albany,178,123
09/25/2020,Allegany,0,2
09/25/2020,Bronx,"3,095","3,378"
09/25/2020,Broome,91,85
09/25/2020,Cattaraugus,6,7
09/25/2020,Cayuga,1,2
09/25/2020,Chautauqua,5,4
09/25/2020,Chemung,7,4
09/25/2020,Chenango,3,6
09/25/2020,Clinton,6,5
09/25/2020,Columbia,43,47
09/25/2020,Cortland,0,1
09/25/2020,Delaware,0,4
09/25/2020,Dutchess,163,156
09/25/2020,Erie,652,624
09/25/2020,Essex,12,13
09/25/2020,Franklin,1,1
09/25/2020,Fulton,20,28
09/25/2020,Genesee,6,6
09/25/2020,Greene,5,14
09/25/2020,Hamilton,0,1
09/25/2020,Herkimer,8,10
09/25/2020,Jefferson,1,1
09/25/2020,Kings,"4,573","5,071"
09/25/2020,Lewis,0,5
09/25/2020,Livingston,6,6
09/25/2020,Madison,6,9
09/25/2020,Manhattan,"3,390","2,109"
09/25/2020,Monroe,277,259
09/25/2020,Montgomery,8,9
09/25/2020,Nassau,"2,716","2,201"
09/25/2020,Niagara,68,89
09/25/2020,Non-NYS,0,106
09/25/2020,Oneida,115,122
09/25/2020,Onondaga,197,180
09/25/2020,Ontario,26,28
09/25/2020,Orange,411,412
09/25/2020,Orleans,41,55
09/25/2020,Oswego,0,3
09/25/2020,Otsego,6,4
09/25/2020,Putnam,62,63
09/25/2020,Queens,"4,085","5,113"
09/25/2020,Rensselaer,47,42
09/25/2020,Richmond,753,755
09/25/2020,Rockland,471,509
09/25/2020,Saratoga,5,15
09/25/2020,Schenectady,45,46
09/25/2020,Schoharie,0,2
09/25/2020,Schuyler,0,0
09/25/2020,Seneca,0,1
09/25/2020,St. Lawrence,4,4
09/25/2020,Statewide Total,"25,450","25,450"
09/25/2020,Steuben,31,41
09/25/2020,Suffolk,"2,059","2,013"
09/25/2020,Sullivan,32,37
09/25/2020,Tioga,19,21
09/25/2020,Tompkins,2,0
09/25/2020,Ulster,52,84
09/25/2020,Warren,31,30
09/25/2020,Washington,11,14
09/25/2020,Wayne,1,3
09/25/2020,Westchester,"1,588","1,456"
09/25/2020,Wyoming,3,5
09/25/2020,Yates,6,6
09/25/2021,Albany,626,370
09/25/2021,Allegany,60,93
09/25/2021,Bronx,"4,206","4,646"
09/25/2021,Broome,439,387
09/25/2021,Cattaraugus,103,99
09/25/2021,Cayuga,83,104
09/25/2021,Chautauqua,153,158
09/25/2021,Chemung,187,146
09/25/2021,Chenango,56,86
09/25/2021,Clinton,42,34
09/25/2021,Columbia,112,109
09/25/2021,Cortland,68,71
09/25/2021,Delaware,17,41
09/25/2021,Dutchess,514,490
09/25/2021,Erie,"2,096","1,888"
09/25/2021,Essex,22,29
09/25/2021,Franklin,12,16
09/25/2021,Fulton,65,98
09/25/2021,Genesee,113,131
09/25/2021,Greene,30,83
09/25/2021,Hamilton,0,3
09/25/2021,Herkimer,54,118
09/25/2021,Jefferson,60,71
09/25/2021,Kings,"6,736","7,486"
09/25/2021,Lewis,13,36
09/25/2021,Livingston,41,67
09/25/2021,Madison,84,98
09/25/2021,Manhattan,"5,090","3,111"
09/25/2021,Monroe,"1,313","1,158"
09/25/2021,Montgomery,113,134
09/25/2021,Nassau,"3,952","3,261"
09/25/2021,Niagara,241,386
09/25/2021,Non-NYS,0,296
09/25/2021,Oneida,574,554
09/25/2021,Onondaga,855,723
09/25/2021,Ontario,126,100
09/25/2021,Orange,793,756
09/25/2021,Orleans,49,84
09/25/2021,Oswego,69,103
09/25/2021,Otsego,74,51
09/25/2021,Putnam,88,96
09/25/2021,Queens,"5,780","7,108"
09/25/2021,Rensselaer,125,155
09/25/2021,Richmond,"1,160","1,185"
09/25/2021,Rockland,731,769
09/25/2021,Saratoga,145,191
09/25/2021,Schenectady,208,217
09/25/2021,Schoharie,6,20
09/25/2021,Schuyler,5,16
09/25/2021,Seneca,30,59
09/25/2021,St. Lawrence,109,119
09/25/2021,Statewide Total,"44,407","44,407"
09/25/2021,Steuben,129,160
09/25/2021,Suffolk,"3,554","3,526"
09/25/2021,Sullivan,70,82
09/25/2021,Tioga,39,67
09/25/2021,Tompkins,65,59
09/25/2021,Ulster,158,273
09/25/2021,Warren,104,78
09/25/2021,Washington,34,65
09/25/2021,Wayne,44,78
09/25/2021,Westchester,"2,522","2,329"
09/25/2021,Wyoming,40,54
09/25/2021,Yates,20,26
09/26/2020,Albany,178,123
09/26/2020,Allegany,0,2
09/26/2020,Bronx,"3,096","3,380"
09/26/2020,Broome,91,85
09/26/2020,Cattaraugus,6,8
09/26/2020,Cayuga,1,2
09/26/2020,Chautauqua,5,4
09/26/2020,Chemung,7,4
09/26/2020,Chenango,3,6
09/26/2020,Clinton,6,5
09/26/2020,Columbia,43,47
09/26/2020,Cortland,0,1
09/26/2020,Delaware,0,4
09/26/2020,Dutchess,163,156
09/26/2020,Erie,653,624
09/26/2020,Essex,12,13
09/26/2020,Franklin,1,1
09/26/2020,Fulton,20,28
09/26/2020,Genesee,6,6
09/26/2020,Greene,5,14
09/26/2020,Hamilton,0,1
09/26/2020,Herkimer,8,10
09/26/2020,Jefferson,1,1
09/26/2020,Kings,"4,573","5,071"
09/26/2020,Lewis,0,5
09/26/2020,Livingston,6,6
09/26/2020,Madison,6,9
09/26/2020,Manhattan,"3,392","2,110"
09/26/2020,Monroe,277,259
09/26/2020,Montgomery,8,9
09/26/2020,Nassau,"2,716","2,201"
09/26/2020,Niagara,68,89
09/26/2020,Non-NYS,0,106
09/26/2020,Oneida,115,122
09/26/2020,Onondaga,198,181
09/26/2020,Ontario,26,28
09/26/2020,Orange,412,413
09/26/2020,Orleans,41,55
09/26/2020,Oswego,0,3
09/26/2020,Otsego,6,4
09/26/2020,Putnam,62,63
09/26/2020,Queens,"4,085","5,113"
09/26/2020,Rensselaer,47,42
09/26/2020,Richmond,753,755
09/26/2020,Rockland,471,509
09/26/2020,Saratoga,5,15
09/26/2020,Schenectady,45,46
09/26/2020,Schoharie,0,2
09/26/2020,Schuyler,0,0
09/26/2020,Seneca,0,1
09/26/2020,St. Lawrence,4,4
09/26/2020,Statewide Total,"25,456","25,456"
09/26/2020,Steuben,31,41
09/26/2020,Suffolk,"2,059","2,013"
09/26/2020,Sullivan,32,37
09/26/2020,Tioga,19,21
09/26/2020,Tompkins,2,0
09/26/2020,Ulster,52,84
09/26/2020,Warren,31,30
09/26/2020,Washington,11,14
09/26/2020,Wayne,1,3
09/26/2020,Westchester,"1,588","1,456"
09/26/2020,Wyoming,3,5
09/26/2020,Yates,6,6
09/26/2021,Albany,626,370
09/26/2021,Allegany,60,93
09/26/2021,Bronx,"4,209","4,648"
09/26/2021,Broome,441,388
09/26/2021,Cattaraugus,103,99
09/26/2021,Cayuga,83,104
09/26/2021,Chautauqua,153,158
09/26/2021,Chemung,187,146
09/26/2021,Chenango,56,86
09/26/2021,Clinton,42,34
09/26/2021,Columbia,112,109
09/26/2021,Cortland,68,71
09/26/2021,Delaware,17,41
09/26/2021,Dutchess,514,490
09/26/2021,Erie,"2,101","1,894"
09/26/2021,Essex,22,29
09/26/2021,Franklin,12,16
09/26/2021,Fulton,65,98
09/26/2021,Genesee,113,131
09/26/2021,Greene,30,83
09/26/2021,Hamilton,0,3
09/26/2021,Herkimer,54,118
09/26/2021,Jefferson,60,71
09/26/2021,Kings,"6,738","7,489"
09/26/2021,Lewis,13,36
09/26/2021,Livingston,41,67
09/26/2021,Madison,84,98
09/26/2021,Manhattan,"5,092","3,111"
09/26/2021,Monroe,"1,313","1,158"
09/26/2021,Montgomery,113,134
09/26/2021,Nassau,"3,952","3,261"
09/26/2021,Niagara,242,386
09/26/2021,Non-NYS,0,296
09/26/2021,Oneida,574,554
09/26/2021,Onondaga,858,726
09/26/2021,Ontario,126,100
09/26/2021,Orange,793,756
09/26/2021,Orleans,49,84
09/26/2021,Oswego,69,103
09/26/2021,Otsego,74,51
09/26/2021,Putnam,88,96
09/26/2021,Queens,"5,781","7,110"
09/26/2021,Rensselaer,126,156
